"time","bat","temp","DO","Q","day","Julian_Date"
1460002440,3.4,1.341,10.753,0.988,16898.1763888889,131.176388888889
1460003340,3.39,1.32,10.742,0.987,16898.1868055556,131.186805555557
1460004240,3.4,1.309,10.754,0.988,16898.1972222222,131.197222222221
1460005140,3.4,1.32,10.767,0.989,16898.2076388889,131.207638888889
1460006040,3.4,1.309,10.743,0.988,16898.2180555556,131.218055555557
1460006940,3.4,1.288,10.759,0.988,16898.2284722222,131.228472222221
1460007840,3.4,1.298,10.744,0.988,16898.2388888889,131.238888888889
1460008740,3.4,1.266,10.755,0.988,16898.2493055556,131.249305555557
1460009640,3.4,1.298,10.731,0.987,16898.2597222222,131.259722222221
1460010540,3.4,1.288,10.755,0.988,16898.2701388889,131.270138888889
1460011440,3.4,1.288,10.739,0.987,16898.2805555556,131.280555555557
1460012340,3.4,1.298,10.747,0.988,16898.2909722222,131.290972222221
1460013240,3.4,1.298,10.748,0.988,16898.3013888889,131.301388888889
1460014140,3.4,1.245,10.795,0.988,16898.3118055556,131.311805555557
1460015040,3.4,1.331,10.736,0.987,16898.3222222222,131.322222222221
1460015940,3.4,1.309,10.751,0.987,16898.3326388889,131.332638888889
1460016840,3.4,1.32,10.744,0.987,16898.3430555556,131.343055555557
1460017740,3.4,1.298,10.759,0.988,16898.3534722222,131.353472222221
1460018640,3.4,1.298,10.754,0.987,16898.3638888889,131.363888888889
1460019540,3.4,1.298,10.76,0.988,16898.3743055556,131.374305555557
1460020440,3.39,1.277,10.773,0.988,16898.3847222222,131.384722222221
1460021340,3.4,1.277,10.757,0.987,16898.3951388889,131.395138888889
1460022240,3.4,1.298,10.749,0.987,16898.4055555556,131.405555555557
1460023140,3.4,1.266,10.762,0.988,16898.4159722222,131.415972222221
1460024040,3.4,1.288,10.759,0.988,16898.4263888889,131.426388888889
1460024940,3.4,1.266,10.756,0.988,16898.4368055556,131.436805555557
1460025840,3.4,1.256,10.746,0.987,16898.4472222222,131.447222222221
1460026740,3.4,1.245,10.738,0.987,16898.4576388889,131.457638888889
1460027640,3.4,1.213,10.763,0.988,16898.4680555556,131.468055555557
1460028540,3.4,1.223,10.746,0.987,16898.4784722222,131.478472222221
1460029440,3.4,1.234,10.728,0.988,16898.4888888889,131.488888888889
1460030340,3.4,1.18,10.737,0.987,16898.4993055556,131.499305555557
1460031240,3.39,1.191,10.735,0.988,16898.5097222222,131.509722222221
1460032140,3.39,1.17,10.735,0.988,16898.5201388889,131.520138888889
1460033040,3.4,1.213,10.713,0.988,16898.5305555556,131.530555555557
1460033940,3.4,1.18,10.728,0.988,16898.5409722222,131.540972222221
1460034840,3.39,1.18,10.724,0.988,16898.5513888889,131.551388888889
1460035740,3.39,1.17,10.729,0.988,16898.5618055556,131.561805555557
1460036640,3.4,1.17,10.729,0.987,16898.5722222222,131.572222222221
1460037540,3.4,1.191,10.725,0.987,16898.5826388889,131.582638888889
1460038440,3.4,1.202,10.729,0.987,16898.5930555556,131.593055555557
1460039340,3.39,1.18,10.751,0.987,16898.6034722222,131.603472222221
1460040240,3.39,1.223,10.753,0.988,16898.6138888889,131.613888888889
1460041140,3.4,1.256,10.743,0.988,16898.6243055556,131.624305555557
1460042040,3.39,1.234,10.749,0.987,16898.6347222222,131.634722222221
1460042940,3.39,1.234,10.77,0.987,16898.6451388889,131.645138888889
1460043840,3.4,1.277,10.762,0.988,16898.6555555556,131.655555555557
1460044740,3.4,1.32,10.741,0.987,16898.6659722222,131.665972222221
1460045640,3.4,1.341,10.752,0.987,16898.6763888889,131.676388888889
1460046540,3.4,1.352,10.787,0.988,16898.6868055556,131.686805555557
1460047440,3.4,1.384,10.766,0.987,16898.6972222222,131.697222222221
1460048340,3.4,1.459,10.748,0.987,16898.7076388889,131.707638888889
1460049240,3.4,1.448,10.762,0.987,16898.7180555556,131.718055555557
1460050140,3.4,1.491,10.768,0.988,16898.7284722222,131.728472222221
1460051040,3.4,1.544,10.743,0.987,16898.7388888889,131.738888888889
1460051940,3.4,1.555,10.785,0.988,16898.7493055556,131.749305555557
1460052840,3.39,1.619,10.794,0.988,16898.7597222222,131.759722222221
1460053740,3.4,1.683,10.785,0.987,16898.7701388889,131.770138888889
1460054640,3.4,1.736,10.771,0.987,16898.7805555556,131.780555555557
1460055540,3.4,1.768,10.804,0.988,16898.7909722222,131.790972222221
1460056440,3.4,1.789,10.815,0.988,16898.8013888889,131.801388888889
1460057340,3.4,1.863,10.79,0.987,16898.8118055556,131.811805555557
1460058240,3.4,1.905,10.8,0.988,16898.8222222222,131.822222222221
1460059140,3.4,1.937,10.798,0.988,16898.8326388889,131.832638888889
1460060040,3.4,2.001,10.794,0.988,16898.8430555556,131.843055555557
1460060940,3.4,2.032,10.797,0.987,16898.8534722222,131.853472222221
1460061840,3.4,2.064,10.805,0.988,16898.8638888889,131.863888888889
1460062740,3.4,2.085,10.791,0.988,16898.8743055556,131.874305555557
1460063640,3.4,2.127,10.797,0.988,16898.8847222222,131.884722222221
1460064540,3.4,2.138,10.813,0.988,16898.8951388889,131.895138888889
1460065440,3.4,2.201,10.806,0.987,16898.9055555556,131.905555555557
1460066340,3.4,2.201,10.803,0.987,16898.9159722222,131.915972222221
1460067240,3.4,2.201,10.822,0.988,16898.9263888889,131.926388888889
1460068140,3.4,2.243,10.827,0.988,16898.9368055556,131.936805555557
1460069040,3.4,2.222,10.83,0.988,16898.9472222222,131.947222222221
1460069940,3.4,2.19,10.853,0.988,16898.9576388889,131.957638888889
1460070840,3.4,2.253,10.838,0.987,16898.9680555556,131.968055555557
1460071740,3.4,2.232,10.857,0.988,16898.9784722222,131.978472222221
1460072640,3.4,2.243,10.862,0.988,16898.9888888889,131.988888888889
1460073540,3.4,2.211,10.887,0.988,16898.9993055556,131.999305555557
1460074440,3.4,2.201,10.887,0.988,16899.0097222222,132.009722222221
1460075340,3.4,2.18,10.896,0.988,16899.0201388889,132.020138888889
1460076240,3.4,2.18,10.891,0.988,16899.0305555556,132.030555555557
1460077140,3.4,2.159,10.897,0.988,16899.0409722222,132.040972222221
1460078040,3.4,2.117,10.915,0.987,16899.0513888889,132.051388888889
1460078940,3.4,2.053,10.928,0.987,16899.0618055556,132.061805555557
1460079840,3.4,2.053,10.943,0.988,16899.0722222222,132.072222222221
1460080740,3.4,2.022,10.957,0.988,16899.0826388889,132.082638888889
1460081640,3.4,1.99,10.979,0.988,16899.0930555556,132.093055555557
1460082540,3.4,1.937,10.975,0.987,16899.1034722222,132.103472222221
1460083440,3.4,1.916,10.973,0.987,16899.1138888889,132.113888888889
1460084340,3.4,1.884,10.995,0.988,16899.1243055556,132.124305555557
1460085240,3.4,1.863,11.02,0.988,16899.1347222222,132.134722222221
1460086140,3.4,1.789,11.01,0.987,16899.1451388889,132.145138888889
1460087040,3.4,1.789,10.994,0.987,16899.1555555556,132.155555555557
1460087940,3.4,1.757,11.004,0.987,16899.1659722222,132.165972222221
1460088840,3.4,1.715,11.025,0.987,16899.1763888889,132.176388888889
1460089740,3.4,1.693,11.033,0.988,16899.1868055556,132.186805555557
1460090640,3.4,1.672,11.023,0.988,16899.1972222222,132.197222222221
1460091540,3.4,1.629,11.017,0.987,16899.2076388889,132.207638888889
1460092440,3.4,1.576,11.026,0.987,16899.2180555556,132.218055555557
1460093340,3.4,1.544,11.03,0.988,16899.2284722222,132.228472222221
1460094240,3.4,1.544,11.033,0.988,16899.2388888889,132.238888888889
1460095140,3.4,1.502,11.023,0.987,16899.2493055556,132.249305555557
1460096040,3.4,1.448,11.032,0.987,16899.2597222222,132.259722222221
1460096940,3.4,1.438,11.031,0.987,16899.2701388889,132.270138888889
1460097840,3.4,1.405,11.029,0.987,16899.2805555556,132.280555555557
1460098740,3.4,1.427,11.024,0.988,16899.2909722222,132.290972222221
1460099640,3.4,1.416,11.002,0.987,16899.3013888889,132.301388888889
1460100540,3.4,1.373,11.008,0.987,16899.3118055556,132.311805555557
1460101440,3.4,1.373,10.993,0.987,16899.3222222222,132.322222222221
1460102340,3.4,1.384,10.995,0.988,16899.3326388889,132.332638888889
1460103240,3.4,1.363,11.012,0.988,16899.3430555556,132.343055555557
1460104140,3.4,1.32,11.002,0.987,16899.3534722222,132.353472222221
1460105040,3.4,1.245,11.015,0.988,16899.3638888889,132.363888888889
1460105940,3.4,1.213,11.002,0.988,16899.3743055556,132.374305555557
1460106840,3.4,1.17,10.999,0.988,16899.3847222222,132.384722222221
1460107740,3.4,1.18,11.012,0.988,16899.3951388889,132.395138888889
1460108640,3.4,1.137,11.019,0.987,16899.4055555556,132.405555555557
1460109540,3.4,1.116,11.026,0.988,16899.4159722222,132.415972222221
1460110440,3.4,1.105,11.021,0.987,16899.4263888889,132.426388888889
1460111340,3.4,1.094,11.013,0.987,16899.4368055556,132.436805555557
1460112240,3.4,1.084,11.007,0.988,16899.4472222222,132.447222222221
1460113140,3.4,1.073,11.003,0.987,16899.4576388889,132.457638888889
1460114040,3.4,1.03,11.015,0.987,16899.4680555556,132.468055555557
1460114940,3.4,0.976,11.043,0.988,16899.4784722222,132.478472222221
1460115840,3.39,0.922,11.033,0.987,16899.4888888889,132.488888888889
1460116740,3.4,0.911,11.024,0.987,16899.4993055556,132.499305555557
1460117640,3.4,0.846,11.051,0.988,16899.5097222222,132.509722222221
1460118540,3.4,0.781,11.06,0.987,16899.5201388889,132.520138888889
1460119440,3.4,0.749,11.055,0.987,16899.5305555556,132.530555555557
1460120340,3.4,0.727,11.068,0.987,16899.5409722222,132.540972222221
1460121240,3.39,0.684,11.079,0.987,16899.5513888889,132.551388888889
1460122140,3.39,0.716,11.077,0.987,16899.5618055556,132.561805555557
1460123040,3.39,0.662,11.081,0.987,16899.5722222222,132.572222222221
1460123940,3.39,0.684,11.113,0.987,16899.5826388889,132.582638888889
1460124840,3.39,0.706,11.149,0.987,16899.5930555556,132.593055555557
1460125740,3.39,0.63,11.155,0.988,16899.6034722222,132.603472222221
1460126640,3.39,0.586,11.162,0.987,16899.6138888889,132.613888888889
1460127540,3.39,0.597,11.19,0.987,16899.6243055556,132.624305555557
1460128440,3.39,0.554,11.202,0.987,16899.6347222222,132.634722222221
1460129340,3.39,0.662,11.228,0.987,16899.6451388889,132.645138888889
1460130240,3.39,0.727,11.244,0.987,16899.6555555556,132.655555555557
1460131140,3.39,0.673,11.265,0.988,16899.6659722222,132.665972222221
1460132040,3.39,0.76,11.267,0.987,16899.6763888889,132.676388888889
1460132940,3.39,0.792,11.299,0.987,16899.6868055556,132.686805555557
1460133840,3.39,0.803,11.325,0.987,16899.6972222222,132.697222222221
1460134740,3.39,0.879,11.344,0.987,16899.7076388889,132.707638888889
1460135640,3.39,0.944,11.347,0.987,16899.7180555556,132.718055555557
1460136540,3.39,0.976,11.358,0.987,16899.7284722222,132.728472222221
1460137440,3.39,1.008,11.394,0.988,16899.7388888889,132.738888888889
1460138340,3.39,1.105,11.391,0.987,16899.7493055556,132.749305555557
1460139240,3.39,1.159,11.389,0.987,16899.7597222222,132.759722222221
1460140140,3.4,1.234,11.41,0.987,16899.7701388889,132.770138888889
1460141040,3.4,1.309,11.432,0.988,16899.7805555556,132.780555555557
1460141940,3.4,1.427,11.41,0.987,16899.7909722222,132.790972222221
1460142840,3.4,1.48,11.443,0.988,16899.8013888889,132.801388888889
1460143740,3.4,1.576,11.44,0.987,16899.8118055556,132.811805555557
1460144640,3.4,1.64,11.444,0.987,16899.8222222222,132.822222222221
1460145540,3.4,1.693,11.456,0.987,16899.8326388889,132.832638888889
1460146440,3.4,1.768,11.471,0.987,16899.8430555556,132.843055555557
1460147340,3.4,1.874,11.492,0.987,16899.8534722222,132.853472222221
1460148240,3.4,1.979,11.498,0.988,16899.8638888889,132.863888888889
1460149140,3.4,2.022,11.502,0.988,16899.8743055556,132.874305555557
1460150040,3.4,2.085,11.504,0.988,16899.8847222222,132.884722222221
1460150940,3.4,2.159,11.511,0.987,16899.8951388889,132.895138888889
1460151840,3.4,2.264,11.513,0.986,16899.9055555556,132.905555555557
1460152740,3.4,2.348,11.5,0.987,16899.9159722222,132.915972222221
1460153640,3.4,2.369,11.47,0.988,16899.9263888889,132.926388888889
1460154540,3.4,2.337,11.493,0.987,16899.9368055556,132.936805555557
1460155440,3.4,2.379,11.505,0.988,16899.9472222222,132.947222222221
1460156340,3.4,2.421,11.493,0.987,16899.9576388889,132.957638888889
1460157240,3.4,2.474,11.512,0.987,16899.9680555556,132.968055555557
1460158140,3.4,2.474,11.473,0.987,16899.9784722222,132.978472222221
1460159040,3.4,2.432,11.456,0.987,16899.9888888889,132.988888888889
1460159940,3.4,2.4,11.451,0.987,16899.9993055556,132.999305555557
1460160840,3.4,2.379,11.431,0.987,16900.0097222222,133.009722222221
1460161740,3.4,2.337,11.428,0.987,16900.0201388889,133.020138888889
1460162640,3.4,2.253,11.414,0.986,16900.0305555556,133.030555555557
1460163540,3.4,2.201,11.41,0.987,16900.0409722222,133.040972222221
1460164440,3.4,2.148,11.396,0.987,16900.0513888889,133.051388888889
1460165340,3.4,2.096,11.385,0.987,16900.0618055556,133.061805555557
1460166240,3.4,2.011,11.399,0.987,16900.0722222222,133.072222222221
1460167140,3.4,1.948,11.391,0.987,16900.0826388889,133.082638888889
1460168040,3.4,1.916,11.376,0.987,16900.0930555556,133.093055555557
1460168940,3.4,1.874,11.352,0.987,16900.1034722222,133.103472222221
1460169840,3.4,1.831,11.347,0.987,16900.1138888889,133.113888888889
1460170740,3.4,1.746,11.356,0.987,16900.1243055556,133.124305555557
1460171640,3.4,1.672,11.364,0.987,16900.1347222222,133.134722222221
1460172540,3.4,1.661,11.342,0.988,16900.1451388889,133.145138888889
1460173440,3.4,1.587,11.341,0.988,16900.1555555556,133.155555555557
1460174340,3.4,1.555,11.347,0.988,16900.1659722222,133.165972222221
1460175240,3.4,1.512,11.324,0.988,16900.1763888889,133.176388888889
1460176140,3.4,1.427,11.343,0.987,16900.1868055556,133.186805555557
1460177040,3.4,1.405,11.312,0.987,16900.1972222222,133.197222222221
1460177940,3.4,1.341,11.311,0.987,16900.2076388889,133.207638888889
1460178840,3.4,1.331,11.296,0.987,16900.2180555556,133.218055555557
1460179740,3.4,1.277,11.304,0.987,16900.2284722222,133.228472222221
1460180640,3.4,1.245,11.294,0.987,16900.2388888889,133.238888888889
1460181540,3.4,1.202,11.3,0.987,16900.2493055556,133.249305555557
1460182440,3.4,1.202,11.28,0.987,16900.2597222222,133.259722222221
1460183340,3.4,1.17,11.26,0.987,16900.2701388889,133.270138888889
1460184240,3.4,1.17,11.258,0.987,16900.2805555556,133.280555555557
1460185140,3.4,1.073,11.297,0.987,16900.2909722222,133.290972222221
1460186040,3.4,1.073,11.274,0.987,16900.3013888889,133.301388888889
1460186940,3.4,1.03,11.292,0.988,16900.3118055556,133.311805555557
1460187840,3.4,0.987,11.288,0.987,16900.3222222222,133.322222222221
1460188740,3.4,0.987,11.279,0.987,16900.3326388889,133.332638888889
1460189640,3.4,0.976,11.276,0.987,16900.3430555556,133.343055555557
1460190540,3.4,0.944,11.262,0.987,16900.3534722222,133.353472222221
1460191440,3.4,0.933,11.27,0.987,16900.3638888889,133.363888888889
1460192340,3.4,0.9,11.263,0.987,16900.3743055556,133.374305555557
1460193240,3.4,0.868,11.248,0.987,16900.3847222222,133.384722222221
1460194140,3.39,0.814,11.263,0.988,16900.3951388889,133.395138888889
1460195040,3.4,0.771,11.279,0.988,16900.4055555556,133.405555555557
1460195940,3.39,0.738,11.24,0.987,16900.4159722222,133.415972222221
1460196840,3.4,0.727,11.232,0.987,16900.4263888889,133.426388888889
1460197740,3.39,0.706,11.242,0.987,16900.4368055556,133.436805555557
1460198640,3.39,0.673,11.243,0.988,16900.4472222222,133.447222222221
1460199540,3.4,0.64,11.221,0.987,16900.4576388889,133.457638888889
1460200440,3.39,0.63,11.213,0.987,16900.4680555556,133.468055555557
1460201340,3.39,0.564,11.226,0.988,16900.4784722222,133.478472222221
1460202240,3.39,0.543,11.217,0.988,16900.4888888889,133.488888888889
1460203140,3.39,0.499,11.216,0.987,16900.4993055556,133.499305555557
1460204040,3.39,0.456,11.212,0.987,16900.5097222222,133.509722222221
1460204940,3.39,0.401,11.218,0.987,16900.5201388889,133.520138888889
1460205840,3.39,0.401,11.206,0.987,16900.5305555556,133.530555555557
1460206740,3.39,0.39,11.215,0.987,16900.5409722222,133.540972222221
1460207640,3.39,0.401,11.203,0.987,16900.5513888889,133.551388888889
1460208540,3.39,0.379,11.208,0.987,16900.5618055556,133.561805555557
1460209440,3.39,0.39,11.204,0.987,16900.5722222222,133.572222222221
1460210340,3.39,0.368,11.221,0.987,16900.5826388889,133.582638888889
1460211240,3.39,0.357,11.241,0.988,16900.5930555556,133.593055555557
1460212140,3.39,0.346,11.232,0.987,16900.6034722222,133.603472222221
1460213040,3.39,0.346,11.265,0.987,16900.6138888889,133.613888888889
1460213940,3.39,0.456,11.23,0.987,16900.6243055556,133.624305555557
1460214840,3.39,0.412,11.268,0.988,16900.6347222222,133.634722222221
1460215740,3.39,0.445,11.285,0.988,16900.6451388889,133.645138888889
1460216640,3.39,0.456,11.276,0.987,16900.6555555556,133.655555555557
1460217540,3.39,0.445,11.288,0.987,16900.6659722222,133.665972222221
1460218440,3.39,0.466,11.308,0.988,16900.6763888889,133.676388888889
1460219340,3.39,0.477,11.314,0.987,16900.6868055556,133.686805555557
1460220240,3.39,0.499,11.319,0.987,16900.6972222222,133.697222222221
1460221140,3.39,0.477,11.326,0.987,16900.7076388889,133.707638888889
1460222040,3.39,0.543,11.335,0.987,16900.7180555556,133.718055555557
1460222940,3.39,0.554,11.349,0.987,16900.7284722222,133.728472222221
1460223840,3.39,0.575,11.354,0.988,16900.7388888889,133.738888888889
1460224740,3.39,0.597,11.36,0.988,16900.7493055556,133.749305555557
1460225640,3.39,0.575,11.389,0.987,16900.7597222222,133.759722222221
1460226540,3.39,0.63,11.398,0.987,16900.7701388889,133.770138888889
1460227440,3.39,0.64,11.407,0.987,16900.7805555556,133.780555555557
1460228340,3.39,0.651,11.41,0.987,16900.7909722222,133.790972222221
1460229240,3.39,0.727,11.435,0.987,16900.8013888889,133.801388888889
1460230140,3.39,0.792,11.438,0.988,16900.8118055556,133.811805555557
1460231040,3.39,0.846,11.449,0.987,16900.8222222222,133.822222222221
1460231940,3.39,0.922,11.461,0.987,16900.8326388889,133.832638888889
1460232840,3.39,1.019,11.464,0.987,16900.8430555556,133.843055555557
1460233740,3.39,1.062,11.487,0.988,16900.8534722222,133.853472222221
1460234640,3.39,1.18,11.484,0.988,16900.8638888889,133.863888888889
1460235540,3.39,1.256,11.481,0.988,16900.8743055556,133.874305555557
1460236440,3.39,1.309,11.447,0.987,16900.8847222222,133.884722222221
1460237340,3.39,1.32,11.494,0.987,16900.8951388889,133.895138888889
1460238240,3.39,1.405,11.5,0.987,16900.9055555556,133.905555555557
1460239140,3.39,1.405,11.485,0.987,16900.9159722222,133.915972222221
1460240040,3.39,1.416,11.508,0.987,16900.9263888889,133.926388888889
1460240940,3.39,1.47,11.517,0.988,16900.9368055556,133.936805555557
1460241840,3.39,1.491,11.495,0.987,16900.9472222222,133.947222222221
1460242740,3.4,1.512,11.482,0.987,16900.9576388889,133.957638888889
1460243640,3.4,1.534,11.505,0.988,16900.9680555556,133.968055555557
1460244540,3.39,1.566,11.469,0.987,16900.9784722222,133.978472222221
1460245440,3.4,1.566,11.483,0.988,16900.9888888889,133.988888888889
1460246340,3.4,1.566,11.463,0.987,16900.9993055556,133.999305555557
1460247240,3.4,1.576,11.473,0.987,16901.0097222222,134.009722222221
1460248140,3.4,1.576,11.468,0.987,16901.0201388889,134.020138888889
1460249040,3.4,1.576,11.45,0.987,16901.0305555556,134.030555555557
1460249940,3.4,1.566,11.455,0.988,16901.0409722222,134.040972222221
1460250840,3.4,1.544,11.449,0.988,16901.0513888889,134.051388888889
1460251740,3.4,1.523,11.438,0.988,16901.0618055556,134.061805555557
1460252640,3.4,1.523,11.436,0.987,16901.0722222222,134.072222222221
1460253540,3.4,1.491,11.412,0.987,16901.0826388889,134.082638888889
1460254440,3.4,1.47,11.398,0.987,16901.0930555556,134.093055555557
1460255340,3.4,1.427,11.4,0.987,16901.1034722222,134.103472222221
1460256240,3.4,1.405,11.378,0.987,16901.1138888889,134.113888888889
1460257140,3.4,1.373,11.387,0.987,16901.1243055556,134.124305555557
1460258040,3.4,1.363,11.367,0.987,16901.1347222222,134.134722222221
1460258940,3.4,1.373,11.337,0.987,16901.1451388889,134.145138888889
1460259840,3.4,1.298,11.339,0.988,16901.1555555556,134.155555555557
1460260740,3.4,1.256,11.325,0.987,16901.1659722222,134.165972222221
1460261640,3.39,1.213,11.322,0.987,16901.1763888889,134.176388888889
1460262540,3.4,1.18,11.306,0.987,16901.1868055556,134.186805555557
1460263440,3.4,1.116,11.316,0.988,16901.1972222222,134.197222222221
1460264340,3.4,1.105,11.29,0.987,16901.2076388889,134.207638888889
1460265240,3.4,1.041,11.288,0.987,16901.2180555556,134.218055555557
1460266140,3.4,1.03,11.266,0.988,16901.2284722222,134.228472222221
1460267040,3.4,0.998,11.257,0.988,16901.2388888889,134.238888888889
1460267940,3.39,0.933,11.273,0.988,16901.2493055556,134.249305555557
1460268840,3.4,0.911,11.252,0.987,16901.2597222222,134.259722222221
1460269740,3.39,0.9,11.264,0.987,16901.2701388889,134.270138888889
1460270640,3.4,0.89,11.25,0.987,16901.2805555556,134.280555555557
1460271540,3.39,0.879,11.241,0.987,16901.2909722222,134.290972222221
1460272440,3.39,0.836,11.243,0.987,16901.3013888889,134.301388888889
1460273340,3.39,0.836,11.25,0.987,16901.3118055556,134.311805555557
1460274240,3.39,0.814,11.265,0.987,16901.3222222222,134.322222222221
1460275140,3.39,0.781,11.312,0.988,16901.3326388889,134.332638888889
1460276040,3.39,0.738,11.293,0.987,16901.3430555556,134.343055555557
1460276940,3.39,0.716,11.283,0.987,16901.3534722222,134.353472222221
1460277840,3.39,0.716,11.297,0.988,16901.3638888889,134.363888888889
1460278740,3.39,0.684,11.302,0.987,16901.3743055556,134.374305555557
1460279640,3.39,0.684,11.307,0.987,16901.3847222222,134.384722222221
1460280540,3.39,0.673,11.322,0.987,16901.3951388889,134.395138888889
1460281440,3.39,0.673,11.318,0.987,16901.4055555556,134.405555555557
1460282340,3.39,0.662,11.335,0.987,16901.4159722222,134.415972222221
1460283240,3.39,0.673,11.326,0.987,16901.4263888889,134.426388888889
1460284140,3.39,0.706,11.295,0.987,16901.4368055556,134.436805555557
1460285040,3.39,0.64,11.305,0.987,16901.4472222222,134.447222222221
1460285940,3.39,0.662,11.275,0.987,16901.4576388889,134.457638888889
1460286840,3.39,0.64,11.289,0.987,16901.4680555556,134.468055555557
1460287740,3.39,0.63,11.322,0.987,16901.4784722222,134.478472222221
1460288640,3.39,0.64,11.314,0.987,16901.4888888889,134.488888888889
1460289540,3.39,0.608,11.307,0.987,16901.4993055556,134.499305555557
1460290440,3.39,0.651,11.268,0.988,16901.5097222222,134.509722222221
1460291340,3.39,0.63,11.272,0.988,16901.5201388889,134.520138888889
1460292240,3.39,0.64,11.235,0.987,16901.5305555556,134.530555555557
1460293140,3.39,0.64,11.23,0.987,16901.5409722222,134.540972222221
1460294040,3.39,0.651,11.198,0.987,16901.5513888889,134.551388888889
1460294940,3.39,0.64,11.209,0.986,16901.5618055556,134.561805555557
1460295840,3.39,0.64,11.253,0.987,16901.5722222222,134.572222222221
1460296740,3.39,0.651,11.252,0.987,16901.5826388889,134.582638888889
1460297640,3.39,0.64,11.258,0.987,16901.5930555556,134.593055555557
1460298540,3.39,0.662,11.238,0.987,16901.6034722222,134.603472222221
1460299440,3.39,0.662,11.243,0.987,16901.6138888889,134.613888888889
1460300340,3.39,0.684,11.224,0.987,16901.6243055556,134.624305555557
1460301240,3.39,0.673,11.223,0.987,16901.6347222222,134.634722222221
1460302140,3.39,0.673,11.234,0.987,16901.6451388889,134.645138888889
1460303040,3.39,0.695,11.253,0.987,16901.6555555556,134.655555555557
1460303940,3.39,0.706,11.259,0.987,16901.6659722222,134.665972222221
1460304840,3.39,0.727,11.308,0.988,16901.6763888889,134.676388888889
1460305740,3.39,0.836,11.288,0.987,16901.6868055556,134.686805555557
1460306640,3.39,0.792,11.277,0.988,16901.6972222222,134.697222222221
1460307540,3.39,0.781,11.279,0.987,16901.7076388889,134.707638888889
1460308440,3.39,0.771,11.281,0.987,16901.7180555556,134.718055555557
1460309340,3.39,0.781,11.283,0.987,16901.7284722222,134.728472222221
1460310240,3.39,0.792,11.278,0.987,16901.7388888889,134.738888888889
1460311140,3.39,0.792,11.276,0.986,16901.7493055556,134.749305555557
1460312040,3.39,0.792,11.298,0.987,16901.7597222222,134.759722222221
1460312940,3.39,0.814,11.324,0.987,16901.7701388889,134.770138888889
1460313840,3.39,0.814,11.311,0.988,16901.7805555556,134.780555555557
1460314740,3.39,0.836,11.296,0.987,16901.7909722222,134.790972222221
1460315640,3.39,0.771,11.336,0.987,16901.8013888889,134.801388888889
1460316540,3.39,0.814,11.345,0.988,16901.8118055556,134.811805555557
1460317440,3.39,0.792,11.364,0.988,16901.8222222222,134.822222222221
1460318340,3.39,0.868,11.373,0.987,16901.8326388889,134.832638888889
1460319240,3.39,0.879,11.415,0.987,16901.8430555556,134.843055555557
1460320140,3.39,0.922,11.385,0.987,16901.8534722222,134.853472222221
1460321040,3.39,0.89,11.421,0.987,16901.8638888889,134.863888888889
1460321940,3.39,0.954,11.411,0.987,16901.8743055556,134.874305555557
1460322840,3.39,0.965,11.388,0.988,16901.8847222222,134.884722222221
1460323740,3.39,0.976,11.377,0.987,16901.8951388889,134.895138888889
1460324640,3.39,0.965,11.397,0.988,16901.9055555556,134.905555555557
1460325540,3.39,0.976,11.388,0.987,16901.9159722222,134.915972222221
1460326440,3.39,0.976,11.427,0.987,16901.9263888889,134.926388888889
1460327340,3.39,0.987,11.43,0.988,16901.9368055556,134.936805555557
1460328240,3.39,0.998,11.437,0.987,16901.9472222222,134.947222222221
1460329140,3.39,0.987,11.455,0.987,16901.9576388889,134.957638888889
1460330040,3.39,0.987,11.457,0.987,16901.9680555556,134.968055555557
1460330940,3.39,1.008,11.411,0.987,16901.9784722222,134.978472222221
1460331840,3.39,1.008,11.403,0.987,16901.9888888889,134.988888888889
1460332740,3.39,1.008,11.399,0.988,16901.9993055556,134.999305555557
1460333640,3.39,0.976,11.389,0.987,16902.0097222222,135.009722222221
1460334540,3.39,0.954,11.385,0.987,16902.0201388889,135.020138888889
1460335440,3.39,0.954,11.377,0.987,16902.0305555556,135.030555555557
1460336340,3.39,0.933,11.373,0.987,16902.0409722222,135.040972222221
1460337240,3.39,0.954,11.349,0.987,16902.0513888889,135.051388888889
1460338140,3.39,0.933,11.353,0.987,16902.0618055556,135.061805555557
1460339040,3.39,0.89,11.377,0.987,16902.0722222222,135.072222222221
1460339940,3.39,0.922,11.351,0.988,16902.0826388889,135.082638888889
1460340840,3.39,0.89,11.341,0.987,16902.0930555556,135.093055555557
1460341740,3.39,0.868,11.336,0.987,16902.1034722222,135.103472222221
1460342640,3.39,0.89,11.317,0.987,16902.1138888889,135.113888888889
1460343540,3.39,0.836,11.336,0.987,16902.1243055556,135.124305555557
1460344440,3.4,0.857,11.299,0.987,16902.1347222222,135.134722222221
1460345340,3.39,0.868,11.281,0.987,16902.1451388889,135.145138888889
1460346240,3.39,0.846,11.291,0.987,16902.1555555556,135.155555555557
1460347140,3.39,0.814,11.269,0.987,16902.1659722222,135.165972222221
1460348040,3.39,0.803,11.258,0.987,16902.1763888889,135.176388888889
1460348940,3.39,0.803,11.246,0.988,16902.1868055556,135.186805555557
1460349840,3.39,0.749,11.254,0.988,16902.1972222222,135.197222222221
1460350740,3.39,0.749,11.248,0.988,16902.2076388889,135.207638888889
